sentence,logit_score
"One of the terms of such agreement is that apart from common professional standards etc., the Indian affiliates shall harmonize their policies etc. with the global policies of the network.",0.9565356373786926
"This report is a collaborative effort by the International Centre for Research on Women and the World Bank and it deals with the impact of child marriages on (i) fertility and population growth; (ii) health, nutrition, and intimate partner violence; (iii) educational attainment; (iv) labour force participation, earnings and welfare, and (v) women’s decision-making and other impacts.",0.9565365314483643
"The hope and expiration became a visible mirage as the prosecutrix died on 29th December, 2012 at Mt. Elizabeth Hospital, Singapore.",0.9464993476867676
"There may be cases where a decision not to prosecute a case having political ramifications will be seen, rightly or wrongly, as politically motivated.",0.9623374342918396
The whole nation felt a sense of pride as the people of this territory became part of the Indian Union along with Goa.,0.9525877833366394
"If the accused plays an active role in tarnishing the self-esteem and self-respect of the victim, which eventually draws the victim to commit suicide, the accused may be held guilty of abetment of suicide.",0.9621650576591492
"No. 8, Shri Ashish Srivastava filed an application seeking permission to withdraw his Vakalatnama.",0.9055463075637817
"In the present political scenario, the role of civil servants has become very complex and onerous.",0.9596514701843262
Dealing with a representation is not exhaustive of the function of the EAC.,0.9551327228546143
"Provided that the provisions of this sub-section shall be applicable, in case of import or export of services or technology, only when the service or technology provider is availing benefits under the foreign trade policy or is dealing with specified services or specified technologies.",0.9536465406417847
"We herein set out the facts, in detail, to appreciate the issues involved in this appeal.",0.948764443397522
B.C. Harris (that was in relation to dispute between present plaintiffs and another tenant) in which Allahabad High Court has found the gift deed dated 31.05.1949 as valid and upheld the decree of ejectment of tenant in said case.,0.8171765804290771
"It cannot be said that land acquired is unutilised land, as a matter of fact, lot of development has taken place as there is encroachment made, as such, land could not have been utilised and by making unwarranted interference by the High Court, the acquisition was ordered to be quashed.",0.9266060590744019
This election led to the great schism between the Sunnis and Shias.,0.9503942131996155
To recognise the value of privacy as a constitutional entitlement and interest is not to fashion a new fundamental right by a process of amendment through judicial fiat.,0.9621506929397583
"Therefore, we also direct the Central Government to consider the petitioners' matter accordingly within seven days as framed by Hon'ble the Supreme Court.",0.9628098607063293
A new sub-section (3) was added which provides for payment of compensation even in cases where the fine does not form part of the sentence imposed.,0.9594115018844604
"Therefore, the courts below have failed to take judicial notice of the same and the fact that the post of a driver is a skilled job.",0.9628979563713074
"Therefore, the courts below have failed to take judicial notice of the same and the fact that the post of a driver is a skilled job.",0.9628979563713074
The petitioner was directed to submit a list of documents within five days and the Enquiry Officer also fixed a date for the appearance of the petitioner.,0.9582821130752563
"An error of law which is apparent on the face of the record can be corrected by a writ, but not an error of fact, however, grave it may appear to be.",0.956889808177948
"An error of law which is apparent on the face of the record can be corrected by a writ, but not an error of fact, however, grave it may appear to be.",0.956889808177948
"Remember that Science, Technology and Innovation is the key to progress and prosperity for our nation.",0.9521070718765259
"CVC, on 12.10.2009, had forwarded the enquiry report to that effect to the Directorate of CBI.",0.946252703666687
"In a condolence message to Shri Ch. Vidyasagar Rao, the Governor of Tamil Nadu, the President has said, 'I am extremely sad to learn about the sad demise of Ms. Jayaram Jayalalithaa, Chief Minister of Tamil Nadu.",0.9526926279067993
"To the students here, I would emphasise that the time is not far when they will reap the full benefit of all these steps - and more - that Government of India is taking in the interest of their generation.",0.9632075428962708
Sometimes it is used to impose for the purposes of a statute an artificial construction of a word or phrase that would not otherwise prevail.,0.9620838165283203
Sometimes it is used to impose for the purposes of a statute an artificial construction of a word or phrase that would not otherwise prevail.,0.9620838165283203
An ordinary individual can choose not to deal with any person.,0.946863055229187
"Notwithstanding, the prolixity of our Constitution, a constitution is not expected or required to spell out every minute detail regarding administration of the State.",0.9553971886634827
"Zahoor Watali has also been verified and as per the expert report, his signature on the questioned document matches with his specimen handwriting as well as his admitted handwriting.",0.9619317054748535
This essentially is the main relief which has been sought.,0.9591069221496582
"Apart from being a natural law right, the right to privacy was held to be a constitutionally protected right flowing from Privacy is an indispensable element of the right to life and personal liberty under and as a constitutional value which is embodied in the fundamental freedoms embedded in Part III of the Constitution.",0.9323325157165527
Upper lip was cut.,0.9092839360237122
We must treat those decisions and orders as final and yet devise ways and means of doing complete justice between the parties before us.,0.9667646288871765
We must treat those decisions and orders as final and yet devise ways and means of doing complete justice between the parties before us.,0.9667646288871765
"The CME is responsible for the maintenance and upkeep of diesel locomotives, all types of coaches and wagons.",0.9425617456436157
They are not of tender age nor old.,0.9324552416801453
"In Hindu law, there is difference in Dayabhaga and Mitakshra school of law.",0.9135154485702515
In all Asian countries the legal systems have been fundamentally changed and reorganised.,0.9566465616226196
"That apart, the view expressed by this Court in Gurdip Singh Uban cannot be limited only to applications for modification, clarification or recall.",0.9634444713592529
"Simultaneously, respondent No.9 was directed to indicate whether other lessees were carrying on mining operations in the vicinity of the temple and disclose their names.",0.9625577330589294
"Simultaneously, respondent No.9 was directed to indicate whether other lessees were carrying on mining operations in the vicinity of the temple and disclose their names.",0.9625577330589294
Several decisions of this Court have in the past examined similar questions in almost similar fact situations.,0.9501317739486694
The High Court ought to have examined the suggestions presented in writing by the appellants.,0.9632787704467773
A litigant cannot play fast and loose with the Court.,0.9518643021583557
"Her birth anniversary, the 12th of May is aptly commemorated as International Nurses’ Day.",0.9504961967468262
"According to him, the documents attached with the bid were not shown but only the bid was shown.",0.8868353366851807
The compensation of Rs. 3 Lakh does not cover the entire expenses incurred by an acid attack victim.,0.9553142786026001
NALSA has made a significant contribution in this regard by preparing a training module for Probation Officers.,0.9564119577407837
"The learned counsel further contends that enquiry proceedings that were initiated by the respondents under Rule 14 of the CCS (CCA) Rules, 1965 in respect of the alleged incident of loss of weapon and ammunition, were quashed by the learned single Judge of the High Court.",0.9598987698554993
A sense of inclusion can only be fostered by protecting the right of citizens freely to engage in a dialogue in public spaces.,0.9607967734336853
"Where the deceased was a bachelor and the claimants are the parents, the deduction follows a different principle.",0.9574961066246033
"Acceptable external rating from CRISIL, ICRA, D & B, SMERA etc would be desirable.",0.9570666551589966
"Courts award death sentence, because situation demands, due to constitutional compulsion, reflected by the will of the people, and not Judge centric.",0.3678935170173645
"For the aforestated reasons, we set aside the impugned judgment and the award so far as it pertains to payment of interest pendente lite and direct that no interest would be paid on the amount payable under the contract to the respondent from the date of the reference till the date of the award.",0.9493831396102905
"The greatest ruler of the Pratihara dynasty was Mihir Bhoja. He recovered Kanauj (Kanyakubja) by 836, and it remained the capital of the Pratiharas for almost a century.",0.9457905292510986
In determining the question of the validity or otherwise of such a statute the court will not strike down the law out of hand only because no classification appears on its face or because a discretion is given to the Government to make the selection or classification but will go on to examine and ascertain if the statute has laid down any principle or policy for the guidance of the exercise of discretion by the Government in the matter of the selection or classification.,0.9650177359580994
In determining the question of the validity or otherwise of such a statute the court will not strike down the law out of hand only because no classification appears on its face or because a discretion is given to the Government to make the selection or classification but will go on to examine and ascertain if the statute has laid down any principle or policy for the guidance of the exercise of discretion by the Government in the matter of the selection or classification.,0.9650177359580994
"In other words, the autonomy of a private aided institution would be less than that of an unaided institution.",0.9618715643882751
"All of these six accused participated in the rioting on the scene of the incident, in which the accused Brahamdeo Chaudhry and Kapildeo Chaudhry were the only persons having guns at the time, of whom the accused Brahamdeo suddenly shot at the deceased and the accused Brahamdeo and Kapildeo shot the injured.",0.9224813580513
"All of these six accused participated in the rioting on the scene of the incident, in which the accused Brahamdeo Chaudhry and Kapildeo Chaudhry were the only persons having guns at the time, of whom the accused Brahamdeo suddenly shot at the deceased and the accused Brahamdeo and Kapildeo shot the injured.",0.9224813580513
"The State is not going to establish, patronise or endow any particular religion to the exclusion of or in preference to others and that no citizen in the State will have any preferential treatment or will be discriminated against simply on the ground that he professed a particular form of religion.",0.9644386172294617
"It is not possible for us to say, on the material before us, how and why the said situation has come about.",0.9577215313911438
A plain reading of clause (5) of would show that the power of a State to make a law can only be exercised where it is necessary for advancement of socially and educationally backward classes of citizens or for the Scheduled Castes and Scheduled Tribes and not for any other purpose.,0.9529927372932434
"At that stage, respondents chose to file a writ petition for quashing of the acquisition proceedings coming out with the plea that they were not consenting parties and had not participated in the meeting dated 9th September, 2005 as even the notice was not received by them.",0.9569516181945801
"The second aspect is that while the rash or negligent act of the accused must be the causa causans for the death, the question whether and if so what was the causa causans in a given case, would depend upon the fact situation in which the occurrence has taken place and the question arises.",0.9240519404411316
"The officials are made accountable for the failure or omission on their part to take necessary steps to prevent unlawful assembly (caste panchayats, etc.) or to give protection to the targeted couple.",0.9628640413284302
"Special provisions for people on foot include regulations for pedestrian crossings, which give legal precedence to pedestrians.",0.9516803026199341
Its purpose cannot be to shield an excess of power from being questioned before the Court.,0.9612427949905396
"It is, therefore, clear that the investigations are tainted, vital and material portion has been deliberately concealed.",0.8793816566467285
"Adding conventional damages Rs.8,000/-, vide award dated 30.4.1998, the tribunal awarded total compensation of Rs.2,24,000/- with interest at the rate of 15 per cent per annum.",0.918856143951416
"The President stated that if we have to achieve a faster growth trajectory, there has to be equal urgency in decision-making.",0.9648124575614929
The detailed procedure is stipulated in Appendix IV.,0.9296841621398926
"Statement of witnesses, which have not suffered cross-examination case, in our opinion, present a one-sided picture of the matter.",0.4402526915073395
"As I extend my felicitations to the H’ble Members of the Knesset, I once again thank you for the honour of addressing you.",0.95806485414505
"The Single Judge of the High Court vide Order dated 13.7.2012, allowed the writ petition directing that the property of the respondent No.1 will have to be classified as 'reclaimed purayidam' (dry land) in the Basic Tax Register (for short 'BTR') and further issued a direction to the Tahsildar and the Village Officer to effect appropriate correction as per the terms of the direction.",0.9570438265800476
"Thus understood, the ground urged by the petitioner to challenge the detention of her son Murugan.",0.48053598403930664
"But, as urged by Dr. Dhawan, by holding that Entry 66 of List I was not relatable to a screening test prescribed by the Government or by a University for selection of students from out of a large number for admission to any particular course of study, the Constitution Bench also accepted that the powers of the MCI under List I, Entry 66, did not extend to selection of students.",0.949731171131134
"Pursuant to the aforesaid amendment, the Parliament enacted the GNCTD Act.",0.9469983577728271
"I am delighted to be here in this historic building, the seat of the City's highest decision making body.",0.9587815403938293
The report was submitted to the High Court.,0.9484807252883911
"Secondly, the appellant asserted that he was involved in a criminal case, and therefore, was wholeheartedly attending to the same.",0.9444195032119751
State Government of Tamil Nadu has developed a successful model using an IT enabled management system.,0.9432536959648132
"Indeed, if the Appellant had made any endeavour to assail or nullify the decree, it would be fair to conclude that she had been put up by the Judgment Debtor in an endeavour to defeat the decree.",0.9581928849220276
Imagine a designer T shirt which gives you protection from cold in the harsh winters of Delhi and at the same time provides the much needed cooling effect from the scorching heat of the summer months.,0.9584601521492004
The appeals of remaining 16 appellants are dismissed.,0.9607484340667725
RJIL had also stated that the demand for POIs was being made to ‘provide seemless connectivity to targeted subscribers’ as against ‘test consumers’.,0.9461603760719299
"Based on the above, it was contended, that it was not open to the appellants to raise a challenge with reference to a third party sale, especially when the same was in the nature of a public auction conducted by a Recovery Officer, while giving effect to an order passed by the Debts Recovery Tribunal, strictly within the jurisdiction of the provisions of the RDB Act.",0.9553634524345398
"By virtue of amendment, the concept of voluntary nature of service and voluntary organization was made clear.",0.9416547417640686
Clause (d) deals with possible adverse impact on law and order.,0.9546103477478027
"The explanation to this section states that in computing limitation, the time required for obtaining the consent or sanction of the government or any other authority should be excluded.",0.9409408569335938
"The explanation to this section states that in computing limitation, the time required for obtaining the consent or sanction of the government or any other authority should be excluded.",0.9409408569335938
"J., the learned Judge observes: - Secondly, and assuming for the moment that there should prove to be any substance in the present charges, their character must raise doubts about the reasons customarily given as justifying a claim to Crown privilege for classes of documents, being the reasons in fact relied upon in this case.",0.8532834053039551
"The heath was covered with golden patches of flowering gorse, gleaming magnificently in the light of the bright spring sunshine. - Arthur Conan Doyle, 'The Return of Sherlock Holmes'.",0.9523045420646667
The appellate court would not be justified in setting aside the trial court judgment unless it arrives at a clear finding on marshalling the entire evidence on record that the judgment of the trial court is either perverse or wholly unsustainable in law.,0.9646838307380676
"In our considered opinion, the High Court has rightly believed the evidence of these witnesses, particularly since minor discrepancies on trivial matters do not in and of themselves affect the core of the prosecution case.",0.9615746736526489
The Commission appreciates the effort of West Bengal National University of Juridical Sciences in presenting a critical analysis of the provisions of the proposed Bill and putting forward important suggestions.,0.9550236463546753
Clause 6.3.3 further provides that before passing the order of suspension the competent authority may consider whether the purpose may be served if the officer is transferred from his post.,0.9595611095428467
The provisions of which read as follows: “(B) Review determination of date of birth in respect of existing employees.,0.9419028759002686
"We are not directly concerned here with the Jammu & Kashmir Big Landed Estates (Abolition) Act, 1950, whose validity was challenged in the said judgment.",0.9608924984931946
"Afterwards, on 15th December, 2015 Subodh Kumar Gupta, authorized representative of the appellants and others had appeared and sought adjournment for 22nd December, 2015, on which date a reply was filed.",0.9518751502037048
Learned counsel for the respondent refuting the submissions of the learned counsel for the appellant contends that the fact is that respondent No.1 was in long possession of the premises and had acquired possessory title.,0.9466890692710876
The object of those restrictions and the reason for them are plain.,0.9527813196182251
"Though there is a phonetic similarity insofar as the words NANDHINI/NANDINI are concerned, the trade mark with logo adopted by the two parties are altogether different.",0.9557129740715027
"Permitting mining with controlled blasting or without blasting using Ripper Dozer/ Rock-breaker or any other machinery and taking adequate measures towards generation, propagation, suppression and deposition of airborne dust in the Buffer Zone.",0.9507620930671692
"Neither of the parties concerned, held either of these posts prior to the promulgation of the abovementioned rules.",0.9403886198997498
"This whole process was completely illegal, as the list of 1985 had got exhausted.",0.9068374037742615
"Hence, this appeal by way of special leave has been filed by the DDA raising certain substantial questions of law urging various grounds.",0.9334821105003357
It may appear to be a finding of fact simplicitor.,0.9415574073791504
"However, the evidence of P.W.12 preparing Biri on the verandah of Kulamani Budhia has not been challenged by the prosecution to the extent of her finding the accused Upendra absent from the spot.",0.9239698648452759
It is further made clear that if the facts are such which require some inquiry for the satisfaction about the charges or allegations made in the FIR then such a limited inquiry is permissible.,0.9337628483772278
"It was pointed out, that the action of shying away and stalling consideration, of a resolution for the removal of the Speaker, is an action which could be justifiably described as anti-democratic.",0.9533499479293823
"It is not bound by the procedure laid down by the Code of Civil Procedure, 1908 (‘CPC’) but is guided by the principles of natural justice and subject to the provisions of the 1993 Act and the rules framed thereunder.",0.9552993774414062
"Insofar as Indian judicial mind is concerned, I find that in certain decisions of this Court, gender is taken as the relevant circumstance while fixing the quantum of sentence.",0.9638118743896484
"We cannot agree for the simple reason that we are concerned with the interregnum between 4th January, 2017 and 24th January, 2017 when no charge sheet had been filed, during which period he had availed of his indefeasible right of ‘default bail’.",0.9580662846565247
A former Devaswom Commissioner admitted that the first rice-feeding ceremony of her grandchild was conducted at the Sabarimala Temple.,0.9577394127845764
The construction of four such units was almost completed at Kakrapar and Rawatbhata sites.,0.9468933939933777
"Of this amount, a sum of Rs. 1 lakh shall be paid to such victim within 15 days of occurrence of such incident (or being brought to the notice of the State Government/ Union Territory) to facilitate immediate medical attention and expenses in this regard.",0.956419050693512
"Of this amount, a sum of Rs. 1 lakh shall be paid to such victim within 15 days of occurrence of such incident (or being brought to the notice of the State Government/ Union Territory) to facilitate immediate medical attention and expenses in this regard.",0.956419050693512
The notice issued to him is discharged and the petition as against him stands closed.,0.9341332316398621
"He next argued that, in any case, the notice dated 05.05.2011 was a notice, which substantially conformed to Clause 9.3.2 of the PPA, and, therefore, ought to have been held as a default notice.",0.944762647151947
"Thus JRN could continue admitting standards despite aforementioned Policy statements, on the strength of interim orders.",0.9529353380203247
"While disposing of the appeal preferred by the State of Haryana, this Court accepted the contention advanced on its behalf, that a scale of pay is attached to a definite post.",0.9465032815933228
"It was in the above backdrop that Shri R.K. Anand, an advocate practicing in Delhi High Court appears to have placed a copy of the newspaper dated 18th May, 2007 before a Division Bench of the High Court of Delhi on 21st May, 2007 to draw the attention of the Court about the article published in the said paper maligning the former Chief Justice of India and tending to lower the image of the judiciary in the eyes of the common man.",0.9606948494911194
"Another form of the disapproved divorce is a single, irrevocable pronouncement made either during the period of tuhr or even otherwise.",0.9578412771224976
"The petitioner submits that such writings which have appeared in ‘Mathrubhumi’ are not a manifestation of the freedom of expression but are collusive efforts aimed at dividing the society, for such imputations are discriminatory against women and threaten the very fabric of the society which embodies within itself the virtues of pluralistic community, religion and gender balance.",0.963736891746521
This Unit shall consist of a juvenile or child welfare officer of the rank of Police Inspector having an aptitude and appropriate training and orientation to handle such cases.,0.9555787444114685
This Unit shall consist of a juvenile or child welfare officer of the rank of Police Inspector having an aptitude and appropriate training and orientation to handle such cases.,0.9555787444114685
"Certainly, such provisions are complementary and not antithetical to or inconsistent with Section 25 of the Antiquities Act.",0.9630521535873413
"Certainly, such provisions are complementary and not antithetical to or inconsistent with Section 25 of the Antiquities Act.",0.9630521535873413
"The expression ‘rarest of rare’ literally means rarest even in the rare, i.e. a rarest case of an extreme nature.",0.9282488226890564
The Division Bench initially after examining the salary structure allowed the appeal on 13.01.2005 holding that the special allowance was a part of dearness allowance liable to deduction.,0.8867348432540894
The dead body was having a tattoo on the right fore-arm with “Ramchandra Singh written in Hindi.,0.9435299634933472
The appellant is the writ petitioner before the High Court in writ petition No.6870 of 2017 which came to be decided along with another writ petition.,0.9458060264587402
P16 post-mortem report.,0.8820692896842957
"A driver of a motor vehicle can acquire liquor even before the commencement of a journey or, during a journey at a place other than a national or State highway.",0.9562801718711853
"A driver of a motor vehicle can acquire liquor even before the commencement of a journey or, during a journey at a place other than a national or State highway.",0.9562801718711853
"Department of Biotechnology (DBT) under the Ministry of Science and Technology, over the past 30 years has given a new impetus to developments in modern biology and biotechnology.",0.9513034224510193
The Leakage of food grains through ghost cards has been tabulated and the percentage of such leakage on an All India basis has been estimated at 16.67%.,0.9616778492927551
Accused persons were already arrested and in police custody of Shahu Nagar Police Station on that day.,0.9451192617416382
The judge must exercise the discretion in a judicious manner.,0.961157500743866
This will be adverted to a little later.,0.9515050053596497
"As observed above, learned senior counsel, Shri Harish Salve and Shri K.K. Venugopal, learned Attorney General have not disputed that Parliamentary reports and materials can be used for the purposes of taking into consideration legislative history for interpretation of statute as well as for considering the statement made by a Minister.",0.9447036981582642
"In exceptional cases, police custody can be granted and not otherwise.",0.921593427658081
"In exceptional cases, police custody can be granted and not otherwise.",0.921593427658081
We have gone through the inquiry report(s) submitted by the Inquiry Officer and other records.,0.959931492805481
We have gone through the inquiry report(s) submitted by the Inquiry Officer and other records.,0.959931492805481
"After verification the form is sent to the concerned Record Office, which in turn sends it to the Ministry of Labour.",0.9527364373207092
"Moreover, it was noticed that such buy/sell orders were synchronized [Synchronized trade is one where buy and sell orders are placed simultaneously for the same volume].",0.9586936831474304
And whereas I am of the view that in the face of such grave culpable acts of omission and commission there is no justification for the continuation in service of Shri Gill as he has betrayed all responsibility placed upon him by law and rules.,0.9646007418632507
"Open Basic Education (OBE) Programme for 14 + years age group, adolescents and adults at A, B and C levels that are equivalent to classes III, V and VIII of the formal school system.",0.8690376281738281
"All the applications filed in C.A. No.1811 of 2005 were taken up for consideration, collectively.",0.9372749328613281
"In that case, considering the statutory right of the Financial Corporation under the , 1951 and the non-obstante clause occurring therein, it was categorically held that State Financial Corporation shall have a preferential claim in relation to its secured debts.",0.9479374885559082
"Where the fact is contentious, the petitioner can always collect the facts from many a source and produce such facts by way of affidavits, and the Court can render its verdict by way of independent adjudication.",0.9549697637557983
"In the event a statute is not clear, recourse to strict interpretation must be made for construction thereof.",0.9601990580558777
"Now that we have examined under what circumstances a State law can be said to be encroaching upon the law-making powers of the Central Government, we may proceed to evaluate the current issue on merits.",0.9646453261375427
This judgment is clearly attracted to the present case.,0.942356288433075
"PART C must not be less than two years, and shall also be liable to fine.",0.9268352389335632
Apart from the above suggestions the erstwhile Chairman of the Law Commission had also suggested an amendment in the Seventh Schedule of the Constitution to enable enactment of a central legislation with regard not only to national highways but also in respect of roads and traffic thereon in addition to vehicles other than mechanically propelled which as of today falls under Entry 13 of the State List.,0.9628996849060059
"It is the 'Appropriate authority' to ensure development, maintenance, updation and implementation of 'National Aviation Security Programme' for India and fulfill all international obligations in this context.",0.9551573991775513
The Government of India is duty bound to provide uninterrupted Telecommunication Services to enable its citizen to effectively exercise the aforesaid right.,0.9633136987686157
The Government of India is duty bound to provide uninterrupted Telecommunication Services to enable its citizen to effectively exercise the aforesaid right.,0.9633136987686157
The purpose of the disclosure is to enable the insurer to decide whether to accept or decline to undertake a risk.,0.9598917365074158
The purpose of the disclosure is to enable the insurer to decide whether to accept or decline to undertake a risk.,0.9598917365074158
"During investigation, it was found that it was a case of mistaken identity as Satender (PW-7) was shot in place of one Anil.",0.957672119140625
"During investigation, it was found that it was a case of mistaken identity as Satender (PW-7) was shot in place of one Anil.",0.957672119140625
"Learned counsel submits that the interpretation which has been advanced by the respondent State if taken at its face value, would amount to permitting the State to indirectly levy turnover tax on part of a dealer’s total turnover which is non exigible to intra sales tax and indeed would be beyond the legislative competence of the State.",0.9621991515159607
